invoice_date,vehicle_model,invoice_line
2017-06-18,BAJAJ PULSAR AS 200,BRAKE SHOE
2017-06-18,BAJAJ PULSAR AS 200,WHEEL RUBBER
2017-06-18,BAJAJ PULSAR AS 200,DISC OIL
2017-06-18,BAJAJ AVENGER STREET 220,POLISH
2017-06-18,BAJAJ AVENGER STREET 220,CONSUMABLES
2017-06-18,BAJAJ DISCOVER 125,OIL FILTER
2017-06-18,BAJAJ DISCOVER 125,AIR FILTER CHECKUP
2017-06-18,BAJAJ DISCOVER 125,DISC OIL
2017-06-18,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-18,BAJAJ PULSAR 150,DISC OIL
2017-06-18,BAJAJ PULSAR 150,BRAKE SHOE
2017-06-18,BAJAJ PULSAR 150,WHEEL RUBBER
2017-06-19,BAJAJ V150,OIL FILTER
2017-06-19,BAJAJ V150,DISC OIL
2017-06-19,BAJAJ PULSAR 150,DISC OIL
2017-06-19,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-19,BAJAJ PULSAR 150,WHEEL RUBBER
2017-06-19,BAJAJ DISCOVER 150,DISC OIL
2017-06-19,BAJAJ DISCOVER 150,AIR FILTER CHECKUP
2017-06-19,BAJAJ DISCOVER 150,OIL FILTER
2017-06-19,BAJAJ PULSAR AS 200,OIL FILTER
2017-06-19,BAJAJ PULSAR 180,AIR FILTER CHECKUP
2017-06-20,BAJAJ CT 100,CONSUMABLES
2017-06-20,BAJAJ CT 100,BRAKE SHOE
2017-06-20,BAJAJ CT 100,BRAKE SHOE
2017-06-20,BAJAJ PULSAR 220,AIR FILTER CHECKUP
2017-06-20,BAJAJ PULSAR 220,DISC OIL
2017-06-21,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-20,BAJAJ AVENGER STREET 220,DISC PAD
2017-06-20,BAJAJ AVENGER STREET 220,DISC OIL
2017-06-21,BAJAJ PULSAR 150,DISC OIL
2017-06-21,BAJAJ PULSAR 150,WHEEL RUBBER
2017-06-21,BAJAJ DISCOVER 150,AIR FILTER CHECKUP
2017-06-21,BAJAJ DISCOVER 150,DISC OIL
2017-06-21,BAJAJ DISCOVER 150,CLUTCH CABLE
2017-06-21,BAJAJ PLATINA,CONSUMABLES
2017-06-21,BAJAJ PLATINA,OIL FILTER
2017-06-21,BAJAJ PULSAR 150,DISC OIL
2017-06-21,BAJAJ PULSAR 150,WHEEL RUBBER
2017-06-21,BAJAJ PULSAR 150,BRAKE SHOE
2017-06-22,BAJAJ PULSAR 150,WHEEL RUBBER
2017-06-22,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-22,BAJAJ PULSAR 150,BRAKE SHOE
2017-06-22,BAJAJ PULSAR LS135,OIL FILTER
2017-06-22,BAJAJ PULSAR LS135,CONSUMABLES
2017-06-22,BAJAJ PULSAR LS135,POLISH
2017-06-22,BAJAJ DISCOVER 125,AIR FILTER CHECKUP
2017-06-22,BAJAJ DISCOVER 125,SPARK PLUG
2017-06-22,BAJAJ DISCOVER 125,OIL FILTER
2017-06-22,BAJAJ DISCOVER 125,BRAKE SHOE
2017-06-22,BAJAJ DISCOVER 125,DISC PAD
2017-06-22,BAJAJ DISCOVER 125,CLUTCH ASSEMBLY
2017-06-22,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-22,BAJAJ PULSAR 150,BRAKE SHOE
2017-06-22,BAJAJ DISCOVER 125,CHAIN SPROCKET
2017-06-22,BAJAJ DISCOVER 125,OIL FILTER
2017-06-22,BAJAJ DISCOVER 125,CLUTCH ASSEMBLY
2017-06-22,BAJAJ DISCOVER 125,WHEEL RUBBER
2017-06-22,BAJAJ DISCOVER 125,AIR FILTER CHECKUP
2017-06-22,BAJAJ DISCOVER 125,DISC PAD
2017-06-22,BAJAJ DISCOVER 125,CHAIN OVERHAUL
2017-06-22,BAJAJ DISCOVER 125,CLUTCH OVERHUAL
2017-06-22,BAJAJ PULSAR 220,AIR FILTER CHECKUP
2017-06-22,BAJAJ PULSAR 220,DISC OIL
2017-06-22,BAJAJ DISCOVER 125,OIL FILTER
2017-06-22,BAJAJ DISCOVER 125,POLISH
2017-06-22,BAJAJ DISCOVER 125,CONSUMABLES
2017-06-22,BAJAJ AVENGER STREET,POLISH
2017-06-23,BAJAJ PULSAR 150,POLISH
2017-06-23,BAJAJ PULSAR LS135,DISC PAD
2017-06-23,BAJAJ PULSAR LS135,DISC OIL
2017-06-23,BAJAJ PULSAR LS135,OIL FILTER
2017-06-23,BAJAJ AVENGER STREET 220,POLISH
2017-06-23,BAJAJ AVENGER STREET 220,CONSUMABLES
2017-06-23,BAJAJ XCD 125,OIL FILTER
2017-06-23,BAJAJ PULSAR 220,DISC OIL
2017-06-23,BAJAJ PULSAR 220,POLISH
2017-06-23,BAJAJ PULSAR 220,CONSUMABLES
2017-06-23,BAJAJ PULSAR AS 200,DISC OIL
2017-06-23,BAJAJ PULSAR AS 200,OIL FILTER
2017-06-23,BAJAJ PULSAR 150,BRAKE SHOE
2017-06-23,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-23,BAJAJ PULSAR 150,CONSUMABLES
2017-06-23,BAJAJ PULSAR 220,POLISH
2017-06-23,BAJAJ PULSAR 220,CONSUMABLES
2017-06-23,BAJAJ PLATINA,OIL FILTER
2017-06-23,BAJAJ PLATINA,POLISH
2017-06-23,BAJAJ PLATINA,CONSUMABLES
2017-06-24,BAJAJ PULSAR NS 200,CONSUMABLES
2017-06-24,BAJAJ PULSAR NS 200,POLISH
2017-06-24,BAJAJ PULSAR 150,POLISH
2017-06-24,BAJAJ PULSAR 150,CONSUMABLES
2017-06-24,BAJAJ PULSAR 220,POLISH
2017-06-24,BAJAJ PULSAR 220,CONSUMABLES
2017-06-24,BAJAJ AVENGER STREET 220,CONSUMABLES
2017-06-24,BAJAJ AVENGER STREET 220,POLISH
2017-06-24,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-24,BAJAJ PULSAR 150,DISC PAD
2017-06-24,BAJAJ PULSAR 150,DISC OIL
2017-06-24,BAJAJ PULSAR 150,CONSUMABLES
2017-06-24,BAJAJ PULSAR 150,WHEEL RUBBER
2017-06-24,BAJAJ PULSAR 150,POLISH
2017-06-24,BAJAJ PULSAR 150,CLUTCH OVERHUAL
2017-06-24,BAJAJ PULSAR 150,DISC OIL
2017-06-24,BAJAJ PULSAR 150,CLUTCH COVER GASKET
2017-06-24,BAJAJ PULSAR 150,CLUTCH ASSEMBLY
2017-06-24,BAJAJ PULSAR 150,BRAKE SHOE
2017-06-24,BAJAJ PULSAR 150,DISC PAD
2017-06-24,BAJAJ PULSAR 150,WHEEL RUBBER
2017-06-24,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-24,BAJAJ CT 100,CONSUMABLES
2017-06-24,BAJAJ CT 100,POLISH
2017-06-24,BAJAJ PULSAR NS 200,AIR FILTER CHECKUP
2017-06-24,BAJAJ PULSAR NS 200,OIL FILTER
2017-06-24,BAJAJ AVENGER STREET 220,BRAKE SHOE
2017-06-25,BAJAJ PULSAR RS 200,DISC OIL
2017-06-25,BAJAJ PULSAR RS 200,OIL FILTER
2017-06-25,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-25,BAJAJ PULSAR 150,DISC OIL
2017-06-25,BAJAJ PULSAR 150,SPARK PLUG
2017-06-25,BAJAJ AVENGER STREET 220,AIR FILTER CHECKUP
2017-06-25,BAJAJ AVENGER STREET 220,DISC OIL
2017-06-25,BAJAJ PLATINA,POLISH
2017-06-25,BAJAJ PLATINA,CONSUMABLES
2017-06-25,BAJAJ PULSAR 150,CONSUMABLES
2017-06-25,BAJAJ PULSAR 150,POLISH
2017-06-25,BAJAJ PULSAR 150,WHEEL RUBBER
2017-06-25,BAJAJ PULSAR 150,BRAKE SHOE
2017-06-25,BAJAJ V150,OIL FILTER
2017-06-25,BAJAJ V150,CONSUMABLES
2017-06-25,BAJAJ V150,POLISH
2017-06-26,BAJAJ V125,POLISH
2017-06-26,BAJAJ V125,CONSUMABLES
2017-06-26,BAJAJ V125,TANK COVER
2017-06-26,BAJAJ PULSAR LS135,CLUTCH ASSEMBLY
2017-06-26,BAJAJ PULSAR LS135,AIR FILTER CHECKUP
2017-06-26,BAJAJ PULSAR LS135,DISC OIL
2017-06-26,BAJAJ PULSAR LS135,OIL FILTER
2017-06-26,BAJAJ PULSAR LS135,CLUTCH OVERHUAL
2017-06-26,BAJAJ PULSAR LS135,CLUTCH COVER GASKET
2017-06-26,BAJAJ PULSAR 150,TANK COVER
2017-06-26,BAJAJ PULSAR 150,CONSUMABLES
2017-06-26,BAJAJ PULSAR 150,POLISH
2017-06-26,BAJAJ CT 100,CONSUMABLES
2017-06-26,BAJAJ CT 100,POLISH
2017-06-26,BAJAJ CT 100,CONSUMABLES
2017-06-26,BAJAJ CT 100,POLISH
2017-06-26,BAJAJ PULSAR 150,CONSUMABLES
2017-06-26,BAJAJ PULSAR 150,POLISH
2017-06-26,BAJAJ DISCOVER 125,AIR FILTER CHECKUP
2017-06-26,BAJAJ DISCOVER 125,CONSUMABLES
2017-06-26,BAJAJ DISCOVER 125,POLISH
2017-06-26,BAJAJ DISCOVER 125,BRAKE SHOE
2017-06-26,BAJAJ DISCOVER 125,DISC OIL
2017-06-26,BAJAJ DISCOVER 125,DISC OIL
2017-06-26,BAJAJ DISCOVER 125,BRAKE SHOE
2017-06-26,BAJAJ DISCOVER 125,WHEEL RUBBER
2017-06-26,BAJAJ DISCOVER 125,AIR FILTER CHECKUP
2017-06-26,BAJAJ DISCOVER 125,SPROCKET BEARING
2017-06-26,BAJAJ DISCOVER 125,CLUTCH COVER GASKET
2017-06-26,BAJAJ DISCOVER 125,CLUTCH ASSEMBLY
2017-06-26,BAJAJ DISCOVER 125,CHAIN SPROCKET
2017-06-27,BAJAJ PULSAR 150,DISC PAD
2017-06-27,BAJAJ PULSAR 150,AIR FILTER CHECKUP
2017-06-27,BAJAJ PULSAR 150,BRAKE SHOE
2017-06-27,BAJAJ PULSAR LS135,CHAIN SPROCKET
2017-06-27,BAJAJ PULSAR LS135,OIL FILTER
2017-06-27,BAJAJ PULSAR LS135,DISC OIL
2017-06-27,BAJAJ PULSAR LS135,AIR FILTER CHECKUP
2017-06-27,BAJAJ AVENGER STREET 220,CHAIN OVERHAUL
2017-06-27,BAJAJ AVENGER STREET 220,BRAKE SHOE
2017-06-27,BAJAJ AVENGER STREET 220,CHAIN SPROCKET
2017-06-27,BAJAJ AVENGER STREET 220,AIR FILTER CHECKUP
2017-06-28,BAJAJ AVENGER STREET 220,CONSUMABLES
2017-06-28,BAJAJ AVENGER STREET 220,POLISH
