invoice_date,vehicle_model,invoice_line
2017-06-01,BAJAJ PULSAR 150,HEAD LIGHT DOOM
2017-06-01,BAJAJ PULSAR 150,TANK ASSEMBLY
2017-06-01,BAJAJ PULSAR 150,Clutch cable
2017-06-01,BAJAJ PULSAR 150,DISC LEVER
2017-06-01,BAJAJ PULSAR 150,CARBURETOR CLEANING
2017-06-02,BAJAJ PLATINA,SEAT COVER
2017-06-02,BAJAJ AVENGER STREET 220,BUZZER
2017-06-03,BAJAJ CT 100,TAIL LAMP BULB
2017-06-03,BAJAJ PULSAR 220,Clutch cable
2017-06-03,BAJAJ PULSAR 150,DISC OVERHUAL
2017-06-03,BAJAJ PULSAR 150,MASTER ASSEMBLY
2017-06-04,BAJAJ PULSAR 150,CHAIN COVER RUBBER
2017-06-04,BAJAJ PULSAR 150,ENGINE GUARD
2017-06-04,BAJAJ PULSAR 150,BRAKE ADJUSTMENT
2017-06-08,BAJAJ AVENGER STREET 220,CLUTCH CAM 
2017-06-04,BAJAJ DISCOVER,BRAKE ADJUSTMENT
2017-06-04,BAJAJ DISCOVER,DOOM
2017-06-04,BAJAJ DISCOVER,VISIOR
2017-06-04,BAJAJ PULSAR 220,BRAKE ADJUSTMENT
2017-06-05,BAJAJ PULSAR 150,TIMMING CHAIN OVERHUAL
2017-06-05,BAJAJ PULSAR 150,SERVICE
2017-06-05,BAJAJ PULSAR 150,FORK OIL SEAL
2017-06-05,BAJAJ PULSAR 150,TENSIONER
2017-06-05,BAJAJ PULSAR 150,TIMMING CHAIN
2017-06-05,BAJAJ PULSAR 150,FORK OIL
2017-06-05,BAJAJ PULSAR 150,FORK BEND
2017-06-05,BAJAJ PULSAR 150,FOOT REST
2017-06-05,BAJAJ PULSAR 150,HEAD RUBBER
2017-06-05,BAJAJ PULSAR 150,FORK OVERHUAL
2017-06-10,BAJAJ AVENGER STREET 220,VALVE GUIDE
2017-06-10,BAJAJ AVENGER STREET 220,bore kit
2017-06-10,BAJAJ AVENGER STREET 220,VALVE KIT
2017-06-10,BAJAJ AVENGER STREET 220,ENGINE BEARING
2017-06-10,BAJAJ AVENGER STREET 220,LOADING GEAR
2017-06-10,BAJAJ AVENGER STREET 220,CRANK RESET
2017-06-10,BAJAJ AVENGER STREET 220,PACKING KIT
2017-06-10,BAJAJ AVENGER STREET 220,CRANK SHAFT
2017-06-10,BAJAJ AVENGER STREET 220,TIMMING CHAIN PAD
2017-06-10,BAJAJ AVENGER STREET 220,TENSIONER
2017-06-10,BAJAJ AVENGER STREET 220,TIMMING CHAIN
2017-06-10,BAJAJ AVENGER STREET 220,VALVE GRAINDING
2017-06-10,BAJAJ AVENGER STREET 220,CARBURETOR DIAPHRAGM RUBBER
2017-06-10,BAJAJ AVENGER STREET 220,HEAD REST
2017-06-10,BAJAJ AVENGER STREET 220,ENGINE LABOUR
2017-06-05,BAJAJ PULSAR 150,BRAKE ADJUSTMENT
2017-06-05,BAJAJ PULSAR 150,CLUTCH LEVER
2017-06-05,BAJAJ PULSAR 150,SERVICE
2017-06-05,BAJAJ PULSAR 150,DRUM BOLT
2017-06-05,BAJAJ PULSAR 150,FOOT REST
2017-06-06,BAJAJ PULSAR NS 200,COOLANT OIL
2017-06-06,BAJAJ PULSAR NS 200,CLUTCH LEVER
2017-06-06,BAJAJ DISCOVER 125,INDICATOR
2017-06-06,BAJAJ AVENGER STREET 220,BRAKE ADJUSTMENT
2017-06-06,BAJAJ PULSAR 150,LOCK SET
2017-06-06,BAJAJ AVENGER STREET 220,RIGHT SHIELD CAP
2017-06-07,BAJAJ PULSAR 150,SWITCH
2017-06-07,BAJAJ PULSAR 150,SHOCK ABSORBER
2017-06-07,BAJAJ PULSAR 150,STEP HOLDER
2017-06-07,BAJAJ PULSAR 150,TANK ASSEMBLY
2017-06-07,BAJAJ PULSAR 150,ACCELATOR CABLE
2017-06-07,BAJAJ PULSAR 150,FOOT REST
2017-06-07,BAJAJ PULSAR 220,JALL SCREW
2017-06-08,BAJAJ AVENGER STREET 220,GEAR SHAFT
2017-06-08,BAJAJ AVENGER STREET 220,HANDLE LOCK
2017-06-09,BAJAJ PULSAR 150,FOOT REST
2017-06-09,BAJAJ PULSAR 150,GRIPPER
2017-06-09,BAJAJ PULSAR 150,PARKING BULB
2017-06-10,BAJAJ PULSAR 220,VISIOR
2017-06-10,BAJAJ PULSAR 220,HEAD LIGHT DOOM
2017-06-10,BAJAJ PULSAR 220,WIND SHIELD
2017-06-10,BAJAJ PULSAR 220,SPEEDOMETER CAP
2017-06-10,BAJAJ PULSAR 220,HEAD LIGHT STAY
2017-06-10,BAJAJ PULSAR 220,LABOUR
2017-06-10,BAJAJ PULSAR 220,CONE SET
2017-06-10,BAJAJ PULSAR 220,INDICATOR
2017-06-10,BAJAJ PULSAR 220,DOOM SCREW KIT
2017-06-10,BAJAJ PULSAR 220,DISK PAD
2017-06-10,BAJAJ PULSAR 220,DISC OVERHUAL
2017-06-10,BAJAJ PULSAR 150,LABOUR
2017-06-10,BAJAJ PULSAR 150,HEAD LIGHT BULB
2017-06-10,BAJAJ PULSAR 150,CALIPER ASSEMBLY
2017-06-10,BAJAJ PULSAR 150,LOADING GEAR
2017-06-10,BAJAJ PULSAR 150,HEAD RUBBER
2017-06-10,BAJAJ PULSAR 150,PACKING KIT
2017-06-10,BAJAJ PULSAR 150,VALVE KIT
2017-06-10,BAJAJ PULSAR 150,CRANK SHAFT
2017-06-10,BAJAJ PULSAR 150,BORE KIT
2017-06-10,BAJAJ PULSAR 150,LOCK ARM
2017-06-10,BAJAJ PULSAR 150,ENGINE BEARING
2017-06-10,BAJAJ PULSAR 150,VALVE GRAINDING
2017-06-10,BAJAJ PULSAR 150,VALVE GUIDE
2017-06-10,BAJAJ PULSAR 150,TIMMING CHAIN
2017-06-10,BAJAJ PULSAR 150,TENSIONER
2017-06-10,BAJAJ PULSAR 150,TIMMING CHAIN PAD
2017-06-10,BAJAJ PULSAR 150,HEAD REST
2017-06-10,BAJAJ PULSAR 150,CLUTCH BELL REST
2017-06-10,BAJAJ PULSAR 150,CRANK RESET
2017-06-14,BAJAJ PLATINA,FORK CONE SET
2017-06-14,BAJAJ PLATINA,FORK OIL
2017-06-14,BAJAJ PLATINA,FORK OVERHUAL
2017-06-14,BAJAJ PLATINA,FORK OIL SEAL
2017-06-14,BAJAJ PLATINA,LOCK SET
2017-06-14,BAJAJ PLATINA,SEAT COVER
2017-06-14,BAJAJ PLATINA,INDICATOR
2017-06-10,BAJAJ PLATINA,TAIL LAMP BULB
2017-06-10,BAJAJ AVENGER STREET,TAIL LAMP BULB
2017-06-13,BAJAJ PULSAR 150,BATTERY CHARGE
2017-06-13,BAJAJ PULSAR 150,PARKING BULB
2017-06-13,BAJAJ PULSAR 150,SPEEDOMETER CABLE
2017-06-13,BAJAJ PULSAR 150,WIRING CHECKUP
2017-06-11,BAJAJ AVENGER STREET 220,YOKE RUBBER
2017-06-10,BAJAJ PULSAR 150,SEAT COVER
2017-06-10,BAJAJ PULSAR 150,TYRE GUARD
2017-06-10,BAJAJ PULSAR 150,SPEEDOMETER CAP
2017-06-10,BAJAJ PULSAR 150,HEAD LIGHT DOOM
2017-06-10,BAJAJ PULSAR 150,VISIOR
2017-06-10,BAJAJ PULSAR 150,CHAIN SET
2017-06-10,BAJAJ PULSAR 220,PETROL TUBE
2017-06-10,BAJAJ PULSAR 220,DRUM BOLT WASHER
2017-06-10,BAJAJ PULSAR 220,REAR CALIPER ASSEMBLY
2017-06-10,BAJAJ PULSAR 220,clutch cable
2017-06-11,BAJAJ PULSAR 180,ENGINE GUARD
2017-06-12,BAJAJ BOXER CT,MIRROR ADJUSTMENT
2017-06-12,BAJAJ PULSAR NS 200,clutch cable
2017-06-12,BAJAJ PULSAR NS 200,FORK ASSEMBLY
2017-06-12,BAJAJ PULSAR NS 200,HORN
2017-06-12,BAJAJ PULSAR NS 200,DISK PAD
2017-06-12,BAJAJ PULSAR NS 200,FORK CONE SET
2017-06-12,BAJAJ PULSAR NS 200,ACCELATOR CABLE
2017-06-12,BAJAJ PULSAR NS 200,GRIPPER
2017-06-12,BAJAJ PULSAR NS 200,FORK LABOUR
2017-06-12,BAJAJ PULSAR RS 200,COOLANT OIL
2017-06-13,BAJAJ PULSAR 150,CLUTCH SWITCH
2017-06-13,BAJAJ PULSAR 180,Clutch cable
2017-06-13,BAJAJ AVENGER STREET 220,SILENCER
2017-06-13,BAJAJ AVENGER STREET 220,WHEEL BEARING
2017-06-13,BAJAJ AVENGER STREET 220,SILENCER
2017-06-14,BAJAJ PLATINA,LOCK SET
2017-06-14,BAJAJ PLATINA,SEAT COVER
2017-06-14,BAJAJ PLATINA,WHEEL BEARING
2017-06-14,BAJAJ PLATINA,SWITCH 
2017-06-14,BAJAJ PLATINA,CHOKE CABLE
2017-06-14,BAJAJ PLATINA,INDICATOR
2017-06-14,BAJAJ PLATINA,KICKER STOPPER
2017-06-14,BAJAJ PLATINA,FORK OIL AND OIL SEAL
2017-06-14,BAJAJ AVENGER STREET 220,LADIES FOOT REST
2017-06-14,BAJAJ AVENGER STREET 220,DRUM BOLT
2017-06-15,BAJAJ DISCOVER 150,FOOT REST RUBBER
2017-06-15,BAJAJ PULSAR 150,SILENCER JALL
2017-06-15,BAJAJ PULSAR 150,WIND SHIELD
2017-06-15,BAJAJ PULSAR 150,VISIOR
2017-06-15,BAJAJ PULSAR 150,HEAD LIGHT DOOM
2017-06-15,BAJAJ PULSAR 150,CLUTCH SWITCH
2017-06-14,BAJAJ AVENGER STREET 220,TENSIONER
2017-06-14,BAJAJ AVENGER STREET 220,clutch cable
2017-06-14,BAJAJ AVENGER STREET 220,BRAKE CABLE
2017-06-14,BAJAJ AVENGER STREET 220,LOADING GEAR
2017-06-14,BAJAJ AVENGER STREET 220,BORE KIT
2017-06-14,BAJAJ AVENGER STREET 220,CLUTCH BELL REST
2017-06-14,BAJAJ AVENGER STREET 220,PACKING KIT
2017-06-14,BAJAJ AVENGER STREET 220,VALVE GRAINDING
2017-06-14,BAJAJ AVENGER STREET 220,TIMMING CHAIN PAD
2017-06-14,BAJAJ AVENGER STREET 220,LOCK ARM
2017-06-14,BAJAJ AVENGER STREET 220,VALVE KIT
2017-06-14,BAJAJ AVENGER STREET 220,VALVE GUIDE
2017-06-14,BAJAJ AVENGER STREET 220,TIMMING CHAIN
2017-06-14,BAJAJ AVENGER STREET 220,ENGINE BEARING
2017-06-14,BAJAJ AVENGER STREET 220,MASTER ASSEMBLY
2017-06-14,BAJAJ AVENGER STREET 220,SILENCER
2017-06-14,BAJAJ AVENGER STREET 220,DISC PUMP KIT
2017-06-14,BAJAJ AVENGER STREET 220,CALIPER ASSEMBLY
2017-06-14,BAJAJ AVENGER STREET 220,CRANK RESET
2017-06-14,BAJAJ AVENGER STREET 220,CRANK SHAFT
2017-06-14,BAJAJ AVENGER STREET 220,RACTIFIER
2017-06-14,BAJAJ AVENGER STREET 220,SELF MOTOR
2017-06-14,BAJAJ AVENGER STREET 220,HEAD REST
2017-06-14,BAJAJ PULSAR AS 200,HEAD LIGHT BULB
2017-06-14,BAJAJ PULSAR AS 200,WIRING CHECKUP
2017-06-14,BAJAJ PULSAR AS 200,INDICATOR
2017-06-15,BAJAJ AVENGER STREET 220,FORK CONE SET
2017-06-15,BAJAJ AVENGER STREET 220,YOKE
2017-06-15,BAJAJ AVENGER STREET 220,MIRROR
2017-06-15,BAJAJ AVENGER STREET 220,FORK ASSEMBLY
2017-06-15,BAJAJ AVENGER STREET 220,HANDLEBAR
2017-06-15,BAJAJ AVENGER STREET 220,ONE WAY CLUTCH BUSH KIT
2017-06-15,BAJAJ AVENGER STREET 220,ONE WAY CLUTCH
2017-06-15,BAJAJ AVENGER STREET 220,WASHING
2017-06-16,BAJAJ DISCOVER 150,SIDE SHIELD LOCK
2017-06-16,BAJAJ DISCOVER 150,OIL CAMP O RING
2017-06-16,BAJAJ PULSAR 220,Clutch CABLE
2017-06-17,BAJAJ PULSAR 150,MASTER ASSEMBLY
2017-06-17,BAJAJ PULSAR 150,DISC OVERHUAL
2017-06-18,BAJAJ AVENGER STREET 220,TAIL LAMP COVER
2017-06-18,BAJAJ DISCOVER 125,TANK BAG
2017-06-18,BAJAJ DISCOVER 125,WIND SHIELD
2017-06-18,BAJAJ DISCOVER 125,TAIL LAMP BULB
2017-06-19,BAJAJ PULSAR 150,HEAD RUBBER
2017-06-19,BAJAJ DISCOVER 150,BATTERY
2017-06-19,BAJAJ PULSAR 180,WIND SHIELD STICKER
2017-06-20,BAJAJ PULSAR 220,DISK PAD
2017-06-20,BAJAJ PULSAR NS 200,ACCELATOR CABLE
2017-06-20,BAJAJ PULSAR NS 200,LABOUR
2017-06-20,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-06-21,BAJAJ DISCOVER 150,LOCK SET BOLT
2017-06-21,BAJAJ PULSAR 150,MIRROR
2017-06-21,BAJAJ PULSAR 150,YOKE
2017-06-22,BAJAJ DISCOVER 125,TIMMING CHAIN PAD
2017-06-22,BAJAJ DISCOVER 125,CRANK SHAFT
2017-06-22,BAJAJ DISCOVER 125,CRANK RESET
2017-06-22,BAJAJ DISCOVER 125,CLUTCH LEVER
2017-06-22,BAJAJ DISCOVER 125,DISC LEVER
2017-06-22,BAJAJ DISCOVER 125,DISC PUMP KIT
2017-06-22,BAJAJ DISCOVER 125,ONE WAY CLUTCH BUSH KIT
2017-06-22,BAJAJ DISCOVER 125,TAIL LAMP BULB
2017-06-22,BAJAJ DISCOVER 125,ACCELATOR CABLE
2017-06-22,BAJAJ DISCOVER 125,SPEEDOMETER CABLE
2017-06-22,BAJAJ DISCOVER 125,STOPPER WELDING
2017-06-22,BAJAJ DISCOVER 125,FOOT REST RUBBER
2017-06-22,BAJAJ DISCOVER 125,ENGINE BEARING
2017-06-22,BAJAJ DISCOVER 125,CAM SHAFT
2017-06-22,BAJAJ DISCOVER 125,clutch cable
2017-06-22,BAJAJ DISCOVER 125,BATTERY
2017-06-22,BAJAJ DISCOVER 125,CLUTCH BELL REST
2017-06-22,BAJAJ DISCOVER 125,TENSIONER
2017-06-22,BAJAJ DISCOVER 125,TIMMING CHAIN
2017-06-22,BAJAJ DISCOVER 125,PACKING KIT
2017-06-22,BAJAJ DISCOVER 125,LOCK ARM
2017-06-22,BAJAJ DISCOVER 125,HEAD REST
2017-06-22,BAJAJ DISCOVER 125,VALVE GRAINDING
2017-06-22,BAJAJ DISCOVER 125,VALVE GUIDE
2017-06-22,BAJAJ DISCOVER 125,VALVE KIT
2017-06-22,BAJAJ DISCOVER 125,bore kit
2017-06-22,BAJAJ DISCOVER 125,MIRROR
2017-06-22,BAJAJ PULSAR 220,LOW BEAM BULB
2017-06-22,BAJAJ PULSAR 220,WIND SHIELD STICKER
2017-06-22,BAJAJ PULSAR 220,LADIES HANDLE
2017-06-22,BAJAJ PULSAR 220,GRIPPER
2017-06-23,BAJAJ PULSAR 150,FORK ASSEMBLY
2017-06-23,BAJAJ PULSAR 150,FORK CONE SET
2017-06-23,BAJAJ PULSAR 150,WASHING
2017-06-23,BAJAJ PULSAR 150,TAIL LAMP ASSEMBLY
2017-06-23,BAJAJ PULSAR 150,LADIES HANDLE
2017-06-24,BAJAJ PULSAR 150,CARBURETOR DIAPHRAGM RUBBER
2017-06-24,BAJAJ PULSAR 220,ENGINE GUARD
2017-06-24,BAJAJ PULSAR 220,LADIES FOOT REST
2017-06-24,BAJAJ PULSAR 150,Clutch cable
2017-06-24,BAJAJ CT 100,TANK BAG
2017-06-24,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-06-25,BAJAJ PULSAR RS 200,COOLANT OIL
2017-06-25,BAJAJ AVENGER STREET 220,INDICATOR BULB
2017-06-25,BAJAJ AVENGER STREET 220,MIRROR
2017-06-25,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-06-26,BAJAJ PULSAR LS135,clutch cable
2017-06-26,BAJAJ PULSAR LS135,TANK CLEANING
2017-06-26,BAJAJ PULSAR LS135,TANK BAG
2017-06-26,BAJAJ CT 100,ENGINE GUARD
2017-06-26,BAJAJ DISCOVER 125,clutch cable
2017-06-26,BAJAJ DISCOVER 125,HANDLEBAR
2017-06-26,BAJAJ DISCOVER 125,FORK BEND
2017-06-26,BAJAJ DISCOVER 125,FORK OIL SEAL
2017-06-26,BAJAJ DISCOVER 125,FORK CONE SET
2017-06-27,BAJAJ PULSAR 220,DISK PAD
2017-06-27,BAJAJ PULSAR 150,clutch cable
2017-06-27,BAJAJ PULSAR 150,SEAT COVER
2017-06-27,BAJAJ PULSAR LS135,CHAIN SET
2017-06-27,BAJAJ AVENGER STREET 220,INDICATOR
2017-06-28,BAJAJ DISCOVER,Clutch cable
2017-06-28,BAJAJ DISCOVER,TANK BAG
2017-06-28,BAJAJ DISCOVER,BATTERY
2017-06-29,BAJAJ PULSAR NS 200,BATTERY
2017-06-30,BAJAJ PULSAR 150,SILENCER JALI
2017-06-30,BAJAJ PULSAR 150,FORK CONE SET
2017-06-30,BAJAJ PULSAR 150,FORK
2017-06-30,BAJAJ PULSAR 150,FORK OVERHUAL
2017-06-30,BAJAJ PULSAR 150,DISC PUMP KIT
2017-06-30,BAJAJ PULSAR 150,PARKING BULB
2017-06-30,BAJAJ PULSAR LS135,SPRING
2017-06-30,BAJAJ PULSAR LS135,YOKE
2017-06-30,BAJAJ PULSAR LS135,HEAD O RING
2017-06-30,BAJAJ V,CHAIN SET
2017-07-01,BAJAJ PULSAR 220,INDICATOR BULB
2017-07-01,BAJAJ PULSAR 220,GEAR LEVER RUBBER
2017-07-01,BAJAJ PULSAR 220,INDICATOR
2017-07-01,BAJAJ PULSAR 220,FOOT REST
2017-07-01,BAJAJ PULSAR 220,CHAIN SET
2017-07-01,BAJAJ PULSAR 150,MIRROR ADJUSTMENT
2017-07-01,BAJAJ PULSAR 150,DOOM
2017-07-01,BAJAJ PULSAR 150,CONE SET
2017-07-01,BAJAJ PULSAR 150,STAY
2017-07-01,BAJAJ PULSAR 150,VISIOR
2017-07-01,BAJAJ PULSAR 150,MIRROR
2017-07-01,BAJAJ PULSAR 150,CLUTCH LEVER
2017-07-01,BAJAJ AVENGER STREET 220,BRAKE LIGHT SWITCH
2017-07-01,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-07-01,BAJAJ PLATINA,BRAKE ROD SPRING
2017-07-01,BAJAJ AVENGER STREET 220,TAIL LAMP COVER
2017-07-01,BAJAJ AVENGER STREET 220,CHAIN SET
2017-07-01,BAJAJ PULSAR 150,PAD
2017-07-01,BAJAJ PULSAR AS 200,DISK PAD
2017-07-01,BAJAJ PULSAR 150,FOOT REST
2017-07-01,BAJAJ PULSAR 150,INDICATOR
2017-07-03,BAJAJ PULSAR 150,LABOUR
2017-07-03,BAJAJ PULSAR 150,TANK BAG
2017-07-03,BAJAJ PULSAR 150,TYRE GUARD
2017-07-04,BAJAJ PULSAR NS 200,DISC OVERHUAL
2017-07-04,BAJAJ PULSAR LS135,ACCELATOR CABLE
2017-07-04,BAJAJ AVENGER STREET,GEAR SHAFT
2017-07-04,BAJAJ DISCOVER,TAIL LAMP ASSEMBLY
2017-07-04,BAJAJ DISCOVER,SEAT COWL
2017-07-04,BAJAJ AVENGER STREET 220,GRIPPER
2017-07-04,BAJAJ PULSAR 150,INDICATOR BULB
2017-07-04,BAJAJ PULSAR 150,FUEL GUAGE
2017-07-05,BAJAJ PULSAR 220,VISIOR
2017-07-05,BAJAJ PULSAR 220,HANDLE WEIGHT
2017-07-05,BAJAJ PULSAR 220,FOOT REST
2017-07-05,BAJAJ PULSAR 220,CLUTCH LEVER
2017-07-05,BAJAJ PULSAR 220,HEAD LIGHT STAY
2017-07-06,BAJAJ AVENGER STREET 220,CALIPER ASSEMBLY
2017-07-06,BAJAJ AVENGER STREET 220,DISC OVERHUAL
2017-07-07,BAJAJ DISCOVER 125,NUMBER PLATE WITH STICKER
2017-07-07,BAJAJ DISCOVER 125,INDICATOR
2017-07-07,BAJAJ PULSAR 220,clutch cable
2017-07-07,BAJAJ PULSAR 220,SILENCER JALL
2017-07-07,BAJAJ PULSAR 220,SEAT COVER
2017-07-07,BAJAJ PULSAR LS135,TIMMING CHAIN
2017-07-07,BAJAJ PULSAR LS135,DISC PUMP KIT
2017-07-07,BAJAJ PULSAR LS135,INDICATOR
2017-07-07,BAJAJ PULSAR LS135,VALVE KIT
2017-07-07,BAJAJ PULSAR LS135,TIMMING CHAIN PAD
2017-07-07,BAJAJ PULSAR LS135,HEAD O RING
2017-07-07,BAJAJ PULSAR LS135,TENSIONER
2017-07-07,BAJAJ DISCOVER 125,ENGINE GUARD
2017-07-08,BAJAJ PULSAR 150,clutch cable
2017-07-08,BAJAJ PULSAR 150,WASHING
2017-07-08,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-07-08,BAJAJ PULSAR 180,CAM SHAFT SPRING
2017-07-08,BAJAJ PULSAR 150,clutch cable
2017-07-08,BAJAJ PULSAR 150,CLUTCH LEVER
2017-07-08,BAJAJ PULSAR 150,TYRE GUARD
2017-07-08,BAJAJ AVENGER STREET,MIRROR
2017-07-08,BAJAJ AVENGER STREET,clutch cable
2017-07-08,BAJAJ AVENGER STREET,PETROL TAP
2017-07-08,BAJAJ AVENGER STREET,INDICATOR SWITCH
2017-07-08,BAJAJ PULSAR 150,CRANK SHAFT
2017-07-08,BAJAJ PULSAR 150,HEAD REST
2017-07-08,BAJAJ PULSAR 150,ENGINE BEARING
2017-07-08,BAJAJ PULSAR 150,CRANK RESET
2017-07-08,BAJAJ PULSAR 150,HEAD RUBBER
2017-07-08,BAJAJ PULSAR 150,PACKING KIT
2017-07-08,BAJAJ PULSAR 150,VALVE KIT
2017-07-08,BAJAJ PULSAR 150,VALVE GUIDE
2017-07-08,BAJAJ PULSAR 150,BORE KIT
2017-07-08,BAJAJ PULSAR 150,TENSIONER
2017-07-08,BAJAJ PULSAR 150,VALVE GRAINDING
2017-07-08,BAJAJ PULSAR 150,KICKER SPRING
2017-07-08,BAJAJ PULSAR 150,TIMMING CHAIN PAD
2017-07-08,BAJAJ PULSAR 150,TIMMING CHAIN
2017-07-08,BAJAJ PULSAR 150,PARKING BULB
2017-07-08,BAJAJ PULSAR 150,CLUTCH BELL REST
2017-07-08,BAJAJ PULSAR 150,LOADING GEAR
2017-07-08,BAJAJ PULSAR 150,clutch cable
2017-07-08,BAJAJ PULSAR 150,CARBURETOR DIAPHRAGM RUBBER
2017-07-08,BAJAJ PULSAR 150,BUZZER
2017-07-08,BAJAJ PULSAR 220,REAR CALIPER ASSEMBLY
2017-07-08,BAJAJ PULSAR 220,SILENCER GASKET
2017-07-09,BAJAJ V,JALL SCREW
2017-07-10,BAJAJ AVENGER STREET,TAIL LAMP BULB
2017-07-10,BAJAJ PULSAR 150,DRUM BOLT
2017-07-10,BAJAJ PULSAR 150,BODY COVER
2017-07-10,BAJAJ PULSAR 150,CHAIN SET
2017-07-10,BAJAJ PULSAR 150,MASTER ASSEMBLY
2017-07-10,BAJAJ PULSAR 150,BATTERY BELT
2017-07-10,BAJAJ PULSAR 150,DRUM BOLT
2017-07-10,BAJAJ PULSAR 150,DISC OVERHUAL
2017-07-10,BAJAJ PULSAR 180,ENGINE GUARD
2017-07-10,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-07-11,BAJAJ DISCOVER 125,LADIES HANDLE
2017-07-11,BAJAJ PULSAR 150,BRAKE LIGHT SWITCH
2017-07-11,BAJAJ PULSAR 150,DISC OVERHUAL
2017-07-11,BAJAJ PULSAR 150,DISC PUMP KIT
2017-07-11,BAJAJ PULSAR 150,TANK BAG
2017-07-11,BAJAJ PULSAR 150,LADIES HANDLE
2017-07-12,BAJAJ PULSAR 180,clutch cable
2017-07-12,BAJAJ PULSAR 180,ACCELATOR CABLE
2017-07-12,BAJAJ PULSAR 180,MASTER ASSEMBLY
2017-07-12,BAJAJ AVENGER STREET 220,DISC PLATE
2017-07-13,BAJAJ V150,clutch cable
2017-07-14,BAJAJ WIND 125,BOTTLE COIL
2017-07-14,BAJAJ AVENGER STREET,ENGINE OIL TOPUP
2017-07-14,BAJAJ PULSAR 150,WIND SHIELD
2017-07-14,BAJAJ PULSAR 150,DISC PUMP KIT
2017-07-14,BAJAJ PULSAR 150,INDICATOR
2017-07-14,BAJAJ PULSAR 150,clutch cable
2017-07-15,BAJAJ PULSAR 150,ACCELATOR CABLE
2017-07-15,BAJAJ PULSAR 150,CLUTCH LEVER
2017-07-15,BAJAJ PULSAR 150,DISC PLATE
2017-07-15,BAJAJ PULSAR 150,clutch cable
2017-07-15,BAJAJ PULSAR 150,DISC LEVER
2017-07-15,BAJAJ PULSAR 150,FOOT REST
2017-07-15,BAJAJ PULSAR NS 200,COOLANT OIL
2017-07-15,BAJAJ PULSAR 220,TANK CLEANING
2017-07-15,BAJAJ PULSAR 220,PETROL
2017-07-17,BAJAJ PULSAR 150,SPEEDOMETER CABLE
2017-07-17,BAJAJ PULSAR 150,clutch cable
2017-07-17,BAJAJ PULSAR 150,clutch cable
2017-07-17,BAJAJ DISCOVER 125,DRUM BOLT
2017-07-18,BAJAJ PULSAR 220,MUDGUARD FLOP
2017-07-18,BAJAJ AVENGER STREET,FRONT MUDGUARD
2017-07-18,BAJAJ AVENGER STREET 220,BATTERY CHARGE
2017-07-18,BAJAJ AVENGER STREET 220,PETROL PIPE
