Invoice Date,Job Card Date,Business Partner Name,Vehicle No.,Vehicle Model,Current KM Reading,INVOICE LINE TEXT
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,FORK BEND
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,FORK OIL
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,SIDE SHIELD
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,VISIOR
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,FORK CONE SET
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,HEAD LIGHT DOOM
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,TANK ASSEMBLY
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,Clutch cable
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,DISC LEVER
2017-06-01,2017-06-01,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421.0,CARBURETOR CLEANING
2017-06-02,2017-06-02,maliXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,3510.0,ENGINE OIL
2017-06-02,2017-06-02,maliXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,3510.0,CHAIN LUBRICATION
2017-06-02,2017-06-02,maliXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,3510.0,SEAT COVER
2017-06-02,2017-06-02,maliXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,3510.0,3M OIL
2017-06-02,2017-06-02,maliXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,3510.0,OIL FILTER
2017-06-02,2017-06-02,POTHXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET 220,730.0,BUZZER
2017-06-02,2017-06-02,POTHXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET 220,730.0,3M OIL
2017-06-02,2017-06-02,POTHXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET 220,730.0,ENGINE OIL
2017-06-02,2017-06-02,POTHXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET 220,730.0,CHAIN LUBRICATION
2017-06-02,2017-06-02,VARUXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 150,4707.0,3M OIL
2017-06-02,2017-06-02,VARUXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 150,4707.0,ENGINE OIL
2017-06-02,2017-06-02,VARUXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 150,4707.0,CHAIN LUBRICATION
2017-06-03,2017-06-02,dineXXXXXXXXXX,KA53EQXXXX,BAJAJ CT 100,4170.0,3M OIL
2017-06-03,2017-06-02,dineXXXXXXXXXX,KA53EQXXXX,BAJAJ CT 100,4170.0,TAIL LAMP BULB
2017-06-03,2017-06-02,dineXXXXXXXXXX,KA53EQXXXX,BAJAJ CT 100,4170.0,ENGINE OIL
2017-06-03,2017-06-02,dineXXXXXXXXXX,KA53EQXXXX,BAJAJ CT 100,4170.0,CHAIN LUBRICATION
2017-06-03,2017-06-03,nagaXXXXXXXXXX,KA53EMXXXX,BAJAJ PULSAR 220,12060.0,GENERAL SERVICE
2017-06-03,2017-06-03,nagaXXXXXXXXXX,KA53EMXXXX,BAJAJ PULSAR 220,12060.0,Clutch cable
2017-06-03,2017-06-03,nagaXXXXXXXXXX,KA53EMXXXX,BAJAJ PULSAR 220,12060.0,ENGINE OIL
2017-06-03,2017-06-03,nagaXXXXXXXXXX,KA53EMXXXX,BAJAJ PULSAR 220,12060.0,AIR FILTER CHECKUP
2017-06-03,2017-06-03,nagaXXXXXXXXXX,KA53EMXXXX,BAJAJ PULSAR 220,12060.0,DISC OIL
2017-06-03,2017-06-03,nagaXXXXXXXXXX,KA53EMXXXX,BAJAJ PULSAR 220,12060.0,CHAIN LUBRICATION
2017-06-03,2017-06-03,prakXXXXXXXXXX,KA02EJXXXX,BAJAJ PULSAR 150,9462.0,DISC OIL
2017-06-03,2017-06-03,prakXXXXXXXXXX,KA02EJXXXX,BAJAJ PULSAR 150,9462.0,DISC OVERHUAL
2017-06-03,2017-06-03,prakXXXXXXXXXX,KA02EJXXXX,BAJAJ PULSAR 150,9462.0,GENERAL SERVICE
2017-06-03,2017-06-03,prakXXXXXXXXXX,KA02EJXXXX,BAJAJ PULSAR 150,9462.0,MASTER ASSEMBLY
2017-06-03,2017-06-03,prakXXXXXXXXXX,KA02EJXXXX,BAJAJ PULSAR 150,9462.0,CHAIN LUBRICATION
2017-06-03,2017-06-03,prakXXXXXXXXXX,KA02EJXXXX,BAJAJ PULSAR 150,9462.0,ENGINE OIL
2017-06-03,2017-06-03,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241.0,3M OIL
2017-06-03,2017-06-03,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241.0,POLISH
2017-06-03,2017-06-03,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241.0,ENGINE OIL
2017-06-03,2017-06-03,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241.0,CHAIN LUBRICATION
2017-06-03,2017-06-03,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241.0,DISC OIL
2017-06-03,2017-06-03,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241.0,CONSUMABLES
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,CHAIN COVER RUBBER
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,ENGINE GUARD
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,POLISH
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,CONSUMABLES
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,DISC OIL
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,ENGINE OIL
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,3M OIL
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,CHAIN LUBRICATION
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,BRAKE ADJUSTMENT
2017-06-04,2017-06-03,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753.0,AIR FILTER CHECKUP
2017-06-08,2017-06-03,diliXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2204.0,CLUTCH CAM 
2017-06-08,2017-06-03,diliXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2204.0,3M OIL
2017-06-08,2017-06-03,diliXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2204.0,CHAIN LUBRICATION
2017-06-08,2017-06-03,diliXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2204.0,ENGINE OIL
2017-06-04,2017-06-03,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513.0,GENERAL SERVICE
2017-06-04,2017-06-03,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513.0,OIL FILTER
2017-06-04,2017-06-03,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513.0,CHAIN LUBRICATION
2017-06-04,2017-06-03,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513.0,BRAKE ADJUSTMENT
2017-06-04,2017-06-03,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513.0,ENGINE OIL
2017-06-04,2017-06-03,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513.0,DOOM
2017-06-04,2017-06-03,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513.0,VISIOR
2017-06-04,2017-06-03,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513.0,AIR FILTER CHECKUP
2017-06-04,2017-06-04,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183.0,3M OIL
2017-06-04,2017-06-04,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183.0,ENGINE OIL
2017-06-04,2017-06-04,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183.0,CHAIN LUBRICATION
2017-06-04,2017-06-04,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183.0,DISC OIL
2017-06-04,2017-06-04,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183.0,POLISH
2017-06-04,2017-06-04,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183.0,CONSUMABLES
2017-06-04,2017-06-04,dayaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8517.0,WHEEL RUBBER
2017-06-04,2017-06-04,dayaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8517.0,AIR FILTER CHECKUP
2017-06-04,2017-06-04,dayaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8517.0,ENGINE OIL
2017-06-04,2017-06-04,dayaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8517.0,CHAIN LUBRICATION
2017-06-04,2017-06-04,dayaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8517.0,BRAKE ADJUSTMENT
2017-06-04,2017-06-04,prasXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 220,726.0,CHAIN LUBRICATION
2017-06-04,2017-06-04,prasXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 220,726.0,ENGINE OIL
2017-06-04,2017-06-04,prasXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 220,726.0,3M OIL
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,TIMMING CHAIN OVERHUAL
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,ENGINE OIL
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,SERVICE
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,CHAIN LUBRICATION
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,FORK OIL SEAL
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,TENSIONER
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,TIMMING CHAIN
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,CLUTCH ASSEMBLY
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,FORK OIL
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,FORK BEND
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,AIR FILTER CHECKUP
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,FOOT REST
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,CLUTCH COVER GASKET
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,HEAD RUBBER
2017-06-05,2017-06-05,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744.0,FORK OVERHUAL
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,SPARK PLUG
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,DISC PAD
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,VALVE GUIDE
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,bore kit
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,VALVE KIT
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,ENGINE BEARING
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,LOADING GEAR
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,CRANK RESET
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,PACKING KIT
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,CRANK SHAFT
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,ENGINE OIL
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,TIMMING CHAIN PAD
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,TENSIONER
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,CLUTCH ASSEMBLY
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,TIMMING CHAIN
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,VALVE GRAINDING
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,CARBURETOR DIAPHRAGM RUBBER
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,HEAD REST
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,AIR FILTER
2017-06-10,2017-06-05,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009.0,ENGINE LABOUR
2017-06-05,2017-06-05,yogeXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,4826.0,CONSUMABLES
2017-06-05,2017-06-05,yogeXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,4826.0,POLISH
2017-06-05,2017-06-05,yogeXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,4826.0,ENGINE OIL
2017-06-05,2017-06-05,yogeXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,4826.0,CHAIN LUBRICATION
2017-06-05,2017-06-05,yogeXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,4826.0,3M OIL
2017-06-05,2017-06-05,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213.0,AIR FILTER CHECKUP
2017-06-05,2017-06-05,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213.0,BRAKE ADJUSTMENT
2017-06-05,2017-06-05,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213.0,DISC OIL
2017-06-05,2017-06-05,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213.0,CHAIN LUBRICATION
2017-06-05,2017-06-05,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213.0,CLUTCH LEVER
2017-06-05,2017-06-05,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213.0,SERVICE
2017-06-05,2017-06-05,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213.0,DRUM BOLT
